recept,kategorija,mesto 
1301171235148535,66,5
1301171235148535,99,6
1301351235204633,13,0
1301351235204633,14,1
1301351235204633,32,2
1301351235204633,36,3
1301351235204633,48,4
1301351235204633,49,5
1301351235204633,50,6
1301351235204633,56,7
1301351235204633,144,8
1301351235204633,165,9
1301881235238526,14,0
1301881235238526,18,1
1301881235238526,21,2
1301881235238526,37,3
1301881235238526,58,4
1301881235238526,76,5
1301881235238526,116,6
1301881235238526,1609,7
1302361235305383,11,0
1302361235305383,49,1
1302361235305383,50,2
1302361235305383,113,3
1302651235327980,11,0
1302651235327980,12,1
1302651235327980,45,2
1302651235327980,50,3
1303151235389671,13,0
1303151235389671,14,1
1303151235389671,18,2
1303151235389671,21,3
1303151235389671,32,4
1303151235389671,37,5
1303151235389671,48,6
1303151235389671,155,7
1303151235389671,162,8
1303151235389671,165,9
1303151235389671,1609,10
1303271235391801,11,0
1303271235391801,50,1
1303271235391801,64,2
1303271235391801,102,3
1303271235391801,151,4
1303990777986,10,0
1303990777986,11,1
1303990777986,45,2
1304351235472791,16,0
1304351235472791,21,1
1304351235472791,59,2
1304351235472791,64,3
1304351235472791,66,4
1304351235472791,102,5
1304351235472791,9948,6
1304441235473369,19,0
1304441235473369,23,1
1304441235473369,32,2
1304441235473369,42,3
1304441235473369,48,4
1304441235473369,71,5
1304441235473369,83,6
1304441235473369,122,7
1304581235477274,14,0
1304581235477274,18,1
1304581235477274,21,2
1304581235477274,22,3
1304581235477274,56,4
1304581235477274,116,5
1304581235477274,140,6
1304911235487330,15,0
1304911235487330,27,1
1304911235487330,32,2
1304911235487330,48,3
1304911235487330,49,4
1304911235487330,50,5
1304911235487330,68,6
1304911235487330,77,7
1304911235487330,211,8
1305881235547779,18,0
1305881235547779,21,1
1305881235547779,23,2
1305881235547779,32,3
1305881235547779,64,4
1305881235547779,92,5
1305881235547779,99,6
130711056199955,18,0
130711056199955,18,0
130711056199955,19,1
130711056199955,19,1
130711056199955,23,2
130711056199955,23,2
130711056199955,42,3
130711056199955,42,3
130711056199955,45,4
130711056199955,45,4
130711056199955,50,5
130711056199955,50,5
130711056199955,61,6
130711056199955,61,6
130711056199955,122,7
130711056199955,122,7
1307701235658006,13,0
1307701235658006,14,1
1307701235658006,18,2
1307701235658006,21,3
1307701235658006,32,4
1307701235658006,36,5
1307701235658006,48,6
1307701235658006,49,7
1307701235658006,50,8
1307701235658006,99,9
1307701235658006,144,10
1307701235658006,211,11
1307991235659578,15,0
1307991235659578,15,0
1307991235659578,18,1
1307991235659578,18,1
1307991235659578,19,2
1307991235659578,19,2
1307991235659578,20,3
1307991235659578,20,3
1307991235659578,49,4
1307991235659578,49,4
1307991235659578,50,5
1307991235659578,50,5
1307991235659578,64,6
1307991235659578,64,6
1307991235659578,77,7
1307991235659578,77,7
1308721235719895,19,0
1308721235719895,32,1
1308721235719895,42,2
1308721235719895,45,3
1308721235719895,48,4
1308721235719895,69,5
1308721235719895,90,6
1308721235719895,99,7
1308721235719895,106,8
1308721235719895,109,9
1308721235719895,137,10
1309371235747203,11,0
1309371235747203,50,1
1309371235747203,151,2
1309511235762450,16,0
1309511235762450,16,0
1309511235762450,18,1
1309511235762450,18,1
1309511235762450,21,2
1309511235762450,21,2
1309511235762450,23,3
1309511235762450,23,3
1309511235762450,48,4
1309511235762450,48,4
1309511235762450,59,5
1309511235762450,59,5
1309511235762450,71,6
1309511235762450,71,6
1309511235762450,83,7
1309511235762450,83,7
1309511235762450,99,8
1309511235762450,99,8
1309511235762450,110,9
1309511235762450,110,9
1309511235762450,122,10
1309511235762450,122,10
1310151235807321,14,0
1310151235807321,14,0
1310151235807321,16,1
1310151235807321,16,1
1310151235807321,18,2
1310151235807321,18,2
1310151235807321,21,3
1310151235807321,21,3
1310151235807321,27,4
1310151235807321,27,4
1310151235807321,58,5
1310151235807321,58,5
1310151235807321,99,6
1310151235807321,99,6
1310151235807321,116,7
1310151235807321,116,7
1310151235807321,123,8
1310151235807321,123,8
1310151235807321,9948,9
1310151235807321,9948,9
1310371235820847,13,0
1310371235820847,14,1
1310371235820847,18,2
1310371235820847,21,3
1310371235820847,58,4
1310371235820847,66,5
1311031235892200,11,0
1311031235892200,32,1
1311031235892200,50,2
1311031235892200,57,3
1311031235892200,64,4
1311031235892200,87,5
1311031235892200,102,6
1311031235892200,151,7
1312261235987246,11,0
1312261235987246,49,1
1312261235987246,50,2
1312261235987246,91,3
1312261235987246,126,4
1312261235987246,142,5
1312261235987246,144,6
1312381235988293,11,0
1312381235988293,32,1
1312381235988293,50,2
1312381235988293,57,3
1312381235988293,126,4
1312381235988293,142,5
1312531235992925,13,0
1312531235992925,14,1
1312531235992925,19,2
1312531235992925,32,3
1312531235992925,40,4
1312531235992925,42,5
1312531235992925,47,6
1312531235992925,48,7
1312531235992925,50,8
1312531235992925,55,9
1312531235992925,56,10
1312531235992925,144,11
1312641235997646,11,0
1312641235997646,12,1
1312641235997646,29,2
1312641235997646,43,3
1312641235997646,45,4
1312641235997646,50,5
1312811236004645,15,0
1312811236004645,15,0
1312811236004645,18,1
1312811236004645,18,1
1312811236004645,19,2
1312811236004645,19,2
1312811236004645,20,3
1312811236004645,20,3
1312811236004645,25,4
1312811236004645,25,4
1312811236004645,29,5
1312811236004645,29,5
1312811236004645,43,6
1312811236004645,43,6
1312811236004645,45,7
1312811236004645,45,7
1312811236004645,49,8
1312811236004645,49,8
1312811236004645,50,9
1312811236004645,50,9
1312811236004645,68,10
1312811236004645,68,10
1312811236004645,71,11
1312811236004645,71,11
1312811236004645,124,12
1312811236004645,124,12
1312931236023850,11,0
1312931236023850,32,1
1312931236023850,50,2
1312931236023850,64,3
1312931236023850,87,4
1312931236023850,142,5
1313391236077493,11,0
1313391236077493,50,1
1313391236077493,64,2
1313391236077493,102,3
1313391236077493,142,4
1313541236082321,13,0
1313541236082321,14,1
1313541236082321,16,2
1313541236082321,21,3
1313541236082321,49,4
1313541236082321,50,5
1313541236082321,58,6
1313541236082321,69,7
1313541236082321,211,8
1313541236082321,9947,9
1313541236082321,9948,10
1313891236089937,16,0
1313891236089937,21,1
1313891236089937,58,2
1313891236089937,69,3
1313891236089937,9947,4
1313891236089937,9948,5
1313991236090348,14,0
1313991236090348,18,1
1313991236090348,24,2
1313991236090348,31,3
1313991236090348,32,4
1313991236090348,52,5
1313991236090348,71,6
1313991236090348,123,7
1313991236090348,134,8
131501056535896,13,0
131501056535896,14,1
131501056535896,18,2
131501056535896,21,3
131501056535896,32,4
131501056535896,56,5
131501056535896,107,6
1315171236189040,19,0
1315171236189040,20,1
1315171236189040,29,2
1315171236189040,32,3
1315171236189040,34,4
1315171236189040,35,5
1315171236189040,48,6
1315171236189040,49,7
1315171236189040,50,8
1315171236189040,51,9
1315171236189040,65,10
1315171236189040,71,11
1315171236189040,72,12
1315171236189040,152,13
1315171236189040,211,14
1315891236260912,18,0
1315891236260912,19,1
1315891236260912,21,2
1315891236260912,24,3
1315891236260912,26,4
1315891236260912,28,5
1315891236260912,29,6
1315891236260912,31,7
1315891236260912,32,8
1315891236260912,34,9
1315891236260912,42,10
1315891236260912,48,11
1315891236260912,49,12
1315891236260912,50,13
1315891236260912,80,14
1315891236260912,144,15
1315891236260912,1605,16
131621056554724,11,0
131621056554724,32,1
131621056554724,50,2
131621056554724,57,3
131621056554724,78,4
131621056554724,121,5
131621056554724,7710,6
1317061236351860,10,0
1317061236351860,11,1
1317061236351860,45,2
1317061236351860,50,3
1317061236351860,146,4
1318401236596923,14,0
1318401236596923,19,1
1318401236596923,20,2
1318401236596923,26,3
1318401236596923,52,4
1318401236596923,71,5
1318761236609093,16,0
1318761236609093,16,0
1318761236609093,19,1
1318761236609093,19,1
1318761236609093,20,2
1318761236609093,20,2
1318761236609093,71,3
1318761236609093,71,3
1318761236609093,106,4
1318761236609093,106,4
1318761236609093,9947,5
1318761236609093,9947,5
1318761236609093,9948,6
1318761236609093,9948,6
1318811236612069,14,0
1318811236612069,18,1
1318811236612069,21,2
1318811236612069,32,3
1318811236612069,49,4
1318811236612069,50,5
1318811236612069,55,6
1318811236612069,56,7
1318811236612069,57,8
1318811236612069,110,9
1318811236612069,112,10
1318811236612069,144,11
1319671236774967,16,0
1319671236774967,16,0
1319671236774967,18,1
1319671236774967,18,1
1319671236774967,19,2
1319671236774967,19,2
1319671236774967,36,3
1319671236774967,36,3
1319671236774967,42,4
1319671236774967,42,4
1319671236774967,48,5
1319671236774967,48,5
1319671236774967,49,6
1319671236774967,49,6
1319671236774967,50,7
1319671236774967,50,7
1319671236774967,64,8
1319671236774967,64,8
1319671236774967,69,9
1319671236774967,69,9
1319671236774967,71,10
1319671236774967,71,10
1319671236774967,99,11
1319671236774967,99,11
1319671236774967,9947,12
1319671236774967,9947,12
1319671236774967,9948,13
1319671236774967,9948,13
1319881236786184,13,0
1319881236786184,14,1
1319881236786184,15,2
1319881236786184,18,3
1319881236786184,19,4
1319881236786184,20,5
1319881236786184,21,6
1319881236786184,32,7
1319881236786184,36,8
1319881236786184,48,9
1319881236786184,49,10
1319881236786184,50,11
1319881236786184,56,12
1319881236786184,71,13
1319881236786184,143,14
1319881236786184,165,15
1319881236786184,211,16
1319891236786955,13,0
1319891236786955,14,1
1319891236786955,19,2
1319891236786955,20,3
1319891236786955,23,4
1319891236786955,32,5
1319891236786955,42,6
1319891236786955,48,7
1319891236786955,52,8
1319891236786955,57,9
1319891236786955,71,10
1319891236786955,108,11
1319891236786955,143,12
1320181236816286,14,0
1320181236816286,18,1
1320181236816286,21,2
1320181236816286,37,3
1320181236816286,48,4
1320181236816286,49,5
1320181236816286,50,6
1320181236816286,55,7
1320181236816286,56,8
1320181236816286,80,9
1320181236816286,116,10
1320181236816286,123,11
1320181236816286,1609,12
1320211236816822,11,0
1320211236816822,32,1
1320211236816822,45,2
1320211236816822,50,3
1320211236816822,151,4
1320221236816996,15,0
1320221236816996,16,1
1320221236816996,36,2
1320221236816996,68,3
1320221236816996,124,4
132141056873749,19,0
132141056873749,20,1
132141056873749,21,2
132141056873749,22,3
132141056873749,28,4
132141056873749,29,5
132141056873749,61,6
132141056873749,106,7
132141056873749,144,8
132161056875026,11,0
132161056875026,50,1
132161056875026,113,2
1321881237068559,13,0
1321881237068559,14,1
1321881237068559,19,2
1321881237068559,32,3
1321881237068559,36,4
1321881237068559,42,5
1321881237068559,49,6
1321881237068559,50,7
1321881237068559,52,8
1321881237068559,57,9
1321881237068559,68,10
1321881237068559,71,11
1321881237068559,134,12
1322051237070440,15,0
1322051237070440,18,1
1322051237070440,32,2
1322051237070440,45,3
1322051237070440,49,4
1322051237070440,50,5
1322051237070440,124,6
1322351237112105,19,0
1322351237112105,20,1
1322351237112105,32,2
1322351237112105,45,3
1322351237112105,48,4
1322351237112105,52,5
1322351237112105,71,6
1322351237112105,9947,7
1322351237112105,9948,8
1322491237128877,13,0
1322491237128877,14,1
1322491237128877,15,2
1322491237128877,18,3
1322491237128877,19,4
1322491237128877,20,5
1322491237128877,32,6
1322491237128877,45,7
1322491237128877,49,8
1322491237128877,50,9
1323671237285440,13,0
1323671237285440,14,1
1323671237285440,23,2
1323671237285440,45,3
1323671237285440,48,4
1323671237285440,49,5
1323671237285440,50,6
1323671237285440,90,7
1323671237285440,91,8
1323671237285440,109,9
1323671237285440,110,10
1323881237295819,13,0
1323881237295819,14,1
1323881237295819,18,2
1323881237295819,21,3
1323881237295819,32,4
1323881237295819,36,5
1323881237295819,138,6
1323881237295819,143,7
1323881237295819,144,8
1323881237295819,165,9
1323990973904,14,0
1323990973904,16,1
1323990973904,18,2
1323990973904,21,3
1323990973904,59,4
1323990973904,76,5
1323990973904,116,6
1323990973904,9948,7
1324711237332453,15,0
1324711237332453,18,1
1324711237332453,27,2
1324711237332453,32,3
1324711237332453,36,4
1324711237332453,45,5
1324711237332453,49,6
1324711237332453,50,7
1324711237332453,57,8
1324711237332453,68,9
1324711237332453,71,10
1324861237334574,13,0
1324861237334574,14,1
1324861237334574,50,2
1324861237334574,90,3
1325751237390060,15,0
1325751237390060,15,0
1325751237390060,18,1
1325751237390060,18,1
1325751237390060,19,2
1325751237390060,19,2
1325751237390060,20,3
1325751237390060,20,3
1325751237390060,32,4
1325751237390060,32,4
1325751237390060,49,5
1325751237390060,49,5
1325751237390060,50,6
1325751237390060,50,6
1325751237390060,69,7
1325751237390060,69,7
1325751237390060,83,8
1325751237390060,83,8
1325751237390060,124,9
1325751237390060,124,9
1325751237390060,9947,10
1325751237390060,9947,10
1325751237390060,9948,11
1325751237390060,9948,11
1325991237450779,16,0
1325991237450779,21,1
1325991237450779,59,2
1325991237450779,63,3
1325991237450779,9947,4
1325991237450779,9948,5
1326861237499539,10,0
1326861237499539,11,1
