recept,sestavina 
342921118355851,"Kartoffel(n), geschält, in 3-cm-Würfeln"
342921118355851,"Kreuzkümmel, gemahlen"
342921118355851,"Kurkuma, gemahlen"
342921118355851,"Lauch, groß, in 0,5-cm-Ringen"
342921118355851,"Pfeffer, schwarz, grob gemahlen"
342921118355851,Salz 
342921118355851,"Senfkörner, schwarz"
342921118355851,"Äpfel (am besten Elstar), geschält, entkernt, gewürfelt"
3429461510883484,Cognac 
3429461510883484,Cointreau 
3429461510883484,Orangensaft 
3429511510904966,Marshmallow(s) 
3429511510904966,Marshmallow(s) 
3429511510904966,Milch 
3429511510904966,Puderzucker 
3429511510904966,Sahne 
3429511510904966,"Schlagsahne, steif geschlagen"
3429511510904966,"Schokolade, weiße, geschmolzen"
3429511510904966,"Schokolinse(n), braun"
3429511510904966,"Vollmilchschokolade, fein gehackt"
3429511510904966,"Zartbitterschokolade, fein gehackt"
3429511510904966,"Zuckerschrift, braun"
3429781510945190,Eiswürfel 
3429781510945190,Limettensaft 
3429781510945190,Minzeblätter 
3429781510945190,Sodawasser 
3429781510945190,Wodka 
3429781510945190,"Zucker, ca."
3430151511017037,Butter 
3430151511017037,Crème fraîche 
3430151511017037,"Gnocchi, frisch"
3430151511017037,Kochschinken 
3430151511017037,Meersalz aus der Mühle
3430151511017037,Muskatnuss 
3430151511017037,Parmesan am Stück
3430151511017037,Petersilie 
3430151511017037,"Pfeffer, grüner aus der Mühle"
3430151511017037,"Rosenkohl, TK"
3430151511017037,Rosmarin 
3430151511017037,Walnusskerne 
3430461511061506,Baileys Irish Cream 
3430461511061506,Kaffeelikör 
3430461511061506,Sahne 
3430491511074597,Eiswürfel 
3430491511074597,Granatapfelkerne 
3430491511074597,Rosenwasser 
3430491511074597,Wodka 
3430491511074597,"Zitronensaft, frisch gepresst, ca. 15 ml"
3430491511074597,"Zucker, ca."
343061118359974,Butter 
343061118359974,Ei(er) 
343061118359974,Hefe 
343061118359974,Kümmel 
343061118359974,Mehl 
343061118359974,Milch 
343061118359974,"Paprikapulver, edelsüß"
343061118359974,"Räucherbauch, durchwachsen"
343061118359974,Salz 
343061118359974,Zucker 
343061118359974,Zwiebel(n) 
343061118359974,saure Sahne 
3430891511108095,"Himbeeren, gefroren"
3430891511108095,"Limettensaft, nach Belieben"
3430891511108095,Minze 
3430891511108095,"Ouzo, gekühlt"
3430961511110346,Eiswürfel 
3430961511110346,"Limettensaft, ca. 1 - 2 TL"
3430961511110346,Mineralwasser 
3430961511110346,"Pastis oder Pernod, ca. 30 - 40 ml"
3431381511181417,"Cashewkerne, gehackt"
3431381511181417,Cayennepfeffer 
3431381511181417,Currypulver 
3431381511181417,Erbsen 
3431381511181417,Garam Masala 
3431381511181417,Ingwerpulver 
3431381511181417,Kartoffel(n) 
3431381511181417,"Kichererbsen, gekocht"
3431381511181417,Knoblauchzehe(n) 
3431381511181417,Kokosmilch 
3431381511181417,Kreuzkümmelpulver 
3431381511181417,Pflanzenöl 
3431381511181417,Rosinen 
3431381511181417,Salz 
3431381511181417,"Tomate(n), gehackt"
3431381511181417,Zwiebel(n) 
3431441511193233,"Brokkoli, optional"
3431441511193233,"Brokkoli, optional"
3431441511193233,Chiliflocken 
3431441511193233,Chiliflocken 
3431441511193233,Chilipulver 
3431441511193233,Chilipulver 
3431441511193233,Chilischote(n) 
3431441511193233,Chilischote(n) 
3431441511193233,Currypaste 
3431441511193233,Currypaste 
3431441511193233,Garam Masala 
3431441511193233,Garam Masala 
3431441511193233,"Ingwer, frisch, 2 - 4 cm"
3431441511193233,"Ingwer, frisch, 2 - 4 cm"
3431441511193233,Kardamom 
3431441511193233,Kardamom 
3431441511193233,Karotte(n) 
3431441511193233,Karotte(n) 
3431441511193233,Kartoffel(n) 
3431441511193233,Kartoffel(n) 
3431441511193233,Knoblauchzehe(n) 
3431441511193233,Knoblauchzehe(n) 
3431441511193233,Kokosmilch 
3431441511193233,Kokosmilch 
3431441511193233,Kokosöl 
3431441511193233,Kokosöl 
3431441511193233,Koriander 
3431441511193233,Koriander 
3431441511193233,Kreuzkümmel 
3431441511193233,Kreuzkümmel 
3431441511193233,Kurkuma 
3431441511193233,Kurkuma 
3431441511193233,Lorbeerblätter 
3431441511193233,Lorbeerblätter 
3431441511193233,"Paprikapulver, scharf"
3431441511193233,"Paprikapulver, scharf"
3431441511193233,Paprikaschote(n) 
3431441511193233,Paprikaschote(n) 
3431441511193233,"Pimentpulver, ersatzweise Zimt"
3431441511193233,"Pimentpulver, ersatzweise Zimt"
3431441511193233,Salz 
3431441511193233,Salz 
3431441511193233,"Schwarzkümmel, optional"
3431441511193233,"Schwarzkümmel, optional"
3431441511193233,"Senfkörner, gemahlen"
3431441511193233,"Senfkörner, gemahlen"
3431441511193233,"Süßkartoffel(n), optional"
3431441511193233,"Süßkartoffel(n), optional"
3431441511193233,"Tomaten, passierte "
3431441511193233,"Tomaten, passierte "
3431441511193233,Wasser 
3431441511193233,Wasser 
3431441511193233,Zwiebel(n) 
3431441511193233,Zwiebel(n) 
3431751511232504,Eierlikör 
3431751511232504,Eiswürfel 
3431751511232504,Kaffeelikör 
3431751511232504,Kakaopulver 
3431751511232504,"Sahne, leicht geschlagen"
3431751511232504,Wodka 
3432261511325537,Cointreau 
3432261511325537,Kaffeelikör 
3432261511325537,Sahne 
3432881511406804,Kokoslikör (Coconutcream)
3432881511406804,Orangensaft 
3432881511406804,"Rum, brauner "
3433061511440514,Geflügelbrühe 
3433061511440514,"Gouda, gerieben"
3433061511440514,HENGLEIN Spätzle (= 400 g)
3433061511440514,Hähnchenbrustfilet(s) 
3433061511440514,Lauch 
3433061511440514,Möhre(n) 
3433061511440514,"Petersilie, gehackt"
3433061511440514,Pflanzenöl 
3433061511440514,Sahne 
3433061511440514,"Salz und Pfeffer, frisch gemahlen"
3433061511440514,Sambal Oelek 
3433061511440514,Tomatenmark 
3435421511787614,Baby-Spinat 
3435421511787614,Chiliflocken oder Cayennepfeffer
3435421511787614,"Currypaste, rot oder gelb (nach Geschmack)"
3435421511787614,Garam Masala 
3435421511787614,Gemüsebrühe 
3435421511787614,Ingwer 
3435421511787614,Joghurt 
3435421511787614,Kartoffel(n) 
3435421511787614,Knoblauchzehe(n) 
3435421511787614,Kokosmilch 
3435421511787614,Koriandergrün 
3435421511787614,Kreuzkümmelpulver 
3435421511787614,Kurkumapulver 
3435421511787614,"Linsen, rote "
3435421511787614,"Tomate(n), kleine"
3435421511787614,Zimt 
3435421511787614,Zwiebel(n) 
3435421511787614,Öl 
3435551511795714,Amaretto 
3435551511795714,"Kaffeelikör, z. B. Kahlua"
3435551511795714,Wodka 
3436021511884180,Amaretto 
3436021511884180,Baileys Irish Cream 
3436021511884180,Cognac 
3436021511884180,Sahne 
3436531511953914,"Jasminreis (Thai-Reis, Duftreis)"
3437501512099200,Amaretto 
3437501512099200,Kaffeelikör 
3437501512099200,Sahne 
3437501512099200,Sahnelikör 
3437501512099200,Wodka 
3438081512177496,Absinth 
3438081512177496,Amaretto 
3438081512177496,Baileys Irish Cream 
3438081512177496,Grenadine 
3439061512306217,Gemüsebrühe 
3439061512306217,"Karotte(n), grob gewürfelt"
3439061512306217,"Kartoffel(n), vorwiegend festkochende"
3439061512306217,Korianderpulver 
3439061512306217,Lorbeerblätter 
3439061512306217,"Majoran, gerebelter"
3439061512306217,"Muskatnuss, frisch gerieben "
3439061512306217,"Salz und Pfeffer, schwarzer, gemahlen"
3439061512306217,"Schweinefleisch, z. B. Schinkengulasch"
3439061512306217,Tomatenmark 
3439061512306217,"Zwiebel(n), gewürfelt"
3439061512306217,Öl zum Braten 
3440001512457640,Eiweiß 
3440001512457640,Hühnerbrust 
3440001512457640,Pfeffer 
3440001512457640,Salz 
344001118650423,"Butter-Vanille-Aroma, flüssig"
344001118650423,"Eigelb, frische"
344001118650423,Puderzucker 
344001118650423,"Rum, weißer"
344001118650423,Schlagsahne 
3441471512718672,Butternusskürbis(se) 
3441471512718672,Chilipulver 
3441471512718672,Crème légère 
3441471512718672,Hackfleisch 
3441471512718672,Kidneybohnen 
3441471512718672,Knoblauchzehe(n) 
3441471512718672,Kreuzkümmel 
3441471512718672,Lauchzwiebel(n) 
3441471512718672,Mais 
3441471512718672,Olivenöl zum Einpinseln
3441471512718672,"Petersilie, glatte "
3441471512718672,Salz und Pfeffer 
3441471512718672,"Tomaten, stückige "
3441471512718672,Zucker 
3441471512718672,Zwiebel(n) 
3441471512718672,Öl zum Braten 
3441591512733756,Chilipulver 
3441591512733756,Chilipulver 
3441591512733756,Garam Masala 
3441591512733756,Garam Masala 
3441591512733756,"Ingwer, ca. 1 cm Kantenlänge, kleingewürfelt"
3441591512733756,"Ingwer, ca. 1 cm Kantenlänge, kleingewürfelt"
3441591512733756,"Knoblauchzehe(n), kleingewürfelt"
3441591512733756,"Knoblauchzehe(n), kleingewürfelt"
3441591512733756,Korianderpulver 
3441591512733756,Korianderpulver 
3441591512733756,Kreuzkümmelpulver 
3441591512733756,Kreuzkümmelpulver 
3441591512733756,"Limette(n), den Saft davon"
3441591512733756,"Limette(n), den Saft davon"
3441591512733756,"Naturjoghurt, 3,8 % Fett"
3441591512733756,"Naturjoghurt, 3,8 % Fett"
3441591512733756,Salz 
3441591512733756,Salz 
34421011457448,"Beeren, TK, gemischt"
34421011457448,Bitter Lemon 
34421011457448,Ginger Ale 
34421011457448,Tonic Water 
3442321512839789,"Champignons, in Scheiben geschnitten"
3442321512839789,Gemüsebrühe 
3442321512839789,"Käse, gerieben "
3442321512839789,Muskat 
3442321512839789,"Möhre(n), klein geschnitten"
3442321512839789,Sahne 
3442321512839789,Salz und Pfeffer 
3442321512839789,Schupfnudeln 
3442321512839789,Weißwein 
3442321512839789,Wirsing 
3442321512839789,"Zwiebel(n), gewürfelt"
3442321512839789,Öl 
3442531512890950,Lebensmittelfarbpulver in Silber
3442531512890950,Lebkuchengewürz 
3442531512890950,Wasser 
3442531512890950,Zucker 
3443761513026335,"Ei(er), hartgekocht, grob gewürfelt"
3443761513026335,"Gewürzgurke(n), gewürfelt"
3443761513026335,"Knollensellerie, bissfest gegart und mittelfein gewürfelt"
3443761513026335,"Pellkartoffel(n), festkochende, gepellt in mundgerechte Würfel geschnitten"
3443761513026335,"Speck, fetter, mittelfein gewürfelt"
3443761513026335,"Zwiebel(n), in grobe Würfel geschnitten (ca. 100 g)"
3444551513177643,Eiswürfel 
3444551513177643,Eiswürfel 
3444551513177643,Ginger Ale 
3444551513177643,Ginger Ale 
3444551513177643,Orangenscheibe(n) 
3444551513177643,Orangenscheibe(n) 
3444551513177643,Weißwein 
3444551513177643,Weißwein 
3446091513433882,Baby-Spinat 
3446091513433882,"Currypaste, rot"
3446091513433882,"Erdnüsse, gehackt"
3446091513433882,Frühlingszwiebel(n) 
3446091513433882,Kaffir-Limettenblatt 
3446091513433882,Karotte(n) 
3446091513433882,Kokosmilch 
3446091513433882,Koriander 
3446091513433882,Limettensaft 
3446091513433882,Limettenschale 
3446091513433882,Reisnudeln (Reisbandnudeln)
3446091513433882,Salz 
3446091513433882,Shiitake-Pilz(e) alternativ Champignons
3446091513433882,Öl 
3446151513439261,Eiswürfel oder 150 g Crushed Ice
3446151513439261,Ginger Ale 
3446151513439261,Holunderblütensirup 
3446151513439261,"Limette(n), Bio"
3446151513439261,Mineralwasser mit Kohlensäure
3446151513439261,Minze 
3447071513542730,Brokkoli 
3447071513542730,"Kichererbsen, gegart"
3447071513542730,Mirin 
3447071513542730,Paprikaschote(n) 
3447071513542730,Sojasauce 
3447071513542730,"Zwiebel(n), rote "
3447071513542730,"Zwiebel(n), weiße "
3448191513758921,"Blätterteig, rechteckig, ca. 275 g"
3448191513758921,"Frischkäse, ca."
3448191513758921,"Kräuter, z. B. Rosmarin, Oregano und/oder Thymian"
3448191513758921,Lauchzwiebel(n) 
3448191513758921,"Paprikaschote(n), rote "
3448191513758921,Salz und Pfeffer 
3448191513758921,"Tomate(n), getrocknete, ca. 6 - 8 Hälften"
3449621514046594,"Kaffeebohne(n), ganze"
3449621514046594,Korn 
3449621514046594,"Milch, kalte"
3449621514046594,Zucker 
3450841514293416,Blumenkohl 
3450841514293416,Frischkäse (Buko India)
3450841514293416,Gemüsebrühe 
3450841514293416,Gemüsezwiebel(n) 
3450841514293416,Kartoffel(n) 
3451821514405603,Basmatireis 
3451821514405603,Garam Masala 
3451821514405603,Hühnerbrust 
3451821514405603,Ingwer 
3451821514405603,Kichererbsen 
3451821514405603,Knoblauch 
3451821514405603,Kokosmilch 
3451821514405603,Kokosöl 
3451821514405603,Koriander 
3451821514405603,"Koriandersamen, gemahlen"
3451821514405603,Kreuzkümmelpulver 
3451821514405603,Salz und Pfeffer 
3451821514405603,Tomate(n) aus der Dose
3451821514405603,Zitrone(n) 
3451821514405603,Zwiebel(n) 
3453831514716699,"Apfelsaft, klarer"
3453831514716699,Gelatine 
3453831514716699,Malibu Coconut Rum 
3453831514716699,Zimt 
3454081514727994,Blaubeeren 
3454081514727994,Wasser 
3454081514727994,"Wasser, stilles"
3454081514727994,Wodka 
3454081514727994,Zitrone(n) 
3454081514727994,Zucker 
3454131514728521,Bockshornklee 
3454131514728521,Butter 
3454131514728521,Cayennepfeffer 
3454131514728521,"Chilischote(n), scharfe"
3454131514728521,Garam Masala 
3454131514728521,Garam Masala 
3454131514728521,Gewürzmischung (Mixed Masala)
3454131514728521,Gewürzmischung (Panch Puran)
3454131514728521,Hühnerbrust 
3454131514728521,Ingwerwurzel 
3454131514728521,Knoblauchzehe(n) 
3454131514728521,Koriandersamen 
3454131514728521,Kurkuma 
3454131514728521,Lorbeerblätter 
3454131514728521,Muskatnuss 
3454131514728521,Quark oder Joghurt
3454131514728521,Salz 
3454131514728521,Schlagsahne 
3454131514728521,"Tomaten, passierte "
3454131514728521,"Tomaten, stückige "
3454131514728521,Zimtstange(n) 
3454131514728521,Zwiebel(n) 
3454131514728521,"Zwiebel(n), rote "
3454661514812014,Bourbon Whiskey 
3454661514812014,Eis 
3454661514812014,Mineralwasser 
3454661514812014,"Wermut, rot"
3454661514812014,Zitronenzesten 
3454741514815102,"Blüten (Wild Hibiscus in Sirup), 250 g"
3454741514815102,"Sekt (Crémant DeLoire), Brut, 0,75 L"
3455871514975152,Cashewkerne 
3455871514975152,Chilischote(n) 
3455871514975152,Currypulver 
3455871514975152,Gemüsebrühe 
3455871514975152,Ghee oder Kokosöl
3455871514975152,"Ingwer, daumengroß"
3455871514975152,Kardamom 
3455871514975152,Kichererbsen 
3455871514975152,Knoblauchzehe(n) 
3455871514975152,Kokosflocken 
3455871514975152,Kokosmilch (400 g)
3455871514975152,"Koriander, frischer"
3455871514975152,Kreuzkümmelpulver 
3455871514975152,Rohrzucker 
3455871514975152,"Spinat, frisch"
3455871514975152,Süßkartoffel(n) 
3455871514975152,Zitronensaft 
3455871514975152,Zwiebel(n) 
345591118929273,Putenbrust 
345641118931027,Putenbrustfilet(s) 
3457181515109246,Blattpetersilie 
3457181515109246,"Karotte(n), geputzt"
3457181515109246,Lauchzwiebel(n) 
3457181515109246,"Meerrettich, frischen"
3457181515109246,"Salz und Pfeffer, aus der Mühle"
3457181515109246,"Spitzkohl, klein, ca. 600 g"
3457181515109246,Zucker 
3458421515250708,Cayennepfeffer 
3458421515250708,Knoblauchgranulat 
3458421515250708,Kreuzkümmelpulver 
3458421515250708,"Meersalz, feines"
3458421515250708,"Paprikapulver, edelsüß, fein gemahlen"
3458421515250708,"Pfeffer, schwarzer, fein gemahlen"
3458421515250708,Rapsöl 
3458421515250708,"Rinderhackfleisch, am besten frisch vom Schlachter"
3458421515250708,"Senf, scharfer "
3458481515256553,"Aubergine(n), in Scheiben geschnitten"
3458481515256553,"Knoblauch, gepresst"
3458481515256553,Olivenöl 
3458591515263730,Brokkoli 
3458591515263730,"Currypaste, grüne"
3458591515263730,Garam Masala 
3458591515263730,Gemüsebrühepulver 
3458591515263730,Ingwer-Knoblauch-Paste 
3458591515263730,Karotte(n) 
3458591515263730,Knoblauchzehe(n) 
3458591515263730,"Kreuzkümmel (Cumin), ganz"
3458591515263730,Salz und Pfeffer 
3458591515263730,Sonnenblumenöl oder Rapsöl
3458591515263730,Süßkartoffel(n) 
3458591515263730,Tomate(n) 
3458591515263730,Zwiebel(n) 
3460061515462918,Eiswürfel 
3460061515462918,Gin 
3460061515462918,"Rosmarinzweig(e), frisch"
3460061515462918,Tonic Water 
3460061515462918,"Wacholderbeere(n), getrocknet"
3460061515462918,"Zitronenschale, gedreht (Zitronentwist)"
3460081515463722,Basilikum 
3460081515463722,Eiswürfel 
3460081515463722,Gin 
3460081515463722,Himbeeren 
3460081515463722,Tonic Water (Holunderblüten-Tonic)
3460091515463981,Eiswürfel 
3460091515463981,Gin 
3460091515463981,"Thymianzweig(e), frisch"
3460091515463981,Tonic Water 
3460091515463981,Zitronenscheibe(n) 
3460101515464189,Brombeeren 
3460101515464189,Eiswürfel 
3460101515464189,Gin 
3460101515464189,Sirup (Brombeersirup) oder Brombeerlikör
3460101515464189,Tonic Water 
3460101515464189,Zitrone(n) 
3460561515523680,Butterschmalz 
3460561515523680,Butterschmalz 
3460561515523680,Gemüsezwiebel(n) 
3460561515523680,Gemüsezwiebel(n) 
3460561515523680,Malzbier 
3460561515523680,Malzbier 
3460561515523680,"Paprikapulver, edelsüß "
3460561515523680,"Paprikapulver, edelsüß "
3460561515523680,"Pfeffer, gemahlen"
3460561515523680,"Pfeffer, gemahlen"
3460561515523680,Rindergulasch 
3460561515523680,Rindergulasch 
3460561515523680,Salz 
3460561515523680,Salz 
3460561515523680,"Saucenbinder, dunkel"
3460561515523680,"Saucenbinder, dunkel"
3460561515523680,Senf 
3460561515523680,Senf 
3460561515523680,Tomatenmark 
3460561515523680,Tomatenmark 
3463101515927271,Chilipulver 
3463101515927271,Garam Masala 
3463101515927271,"Ingwer, frisch gerieben"
3463101515927271,Kichererbsen 
3463101515927271,"Knoblauch, gepresst oder gerieben"
3463101515927271,Kokosflocken oder Kokosmilch
3463101515927271,Korianderkörner 
3463101515927271,Kreuzkümmel 
3463101515927271,Kurkuma 
3463101515927271,"Linsen, rote "
3463101515927271,"Tomate(n), passierte"
3463101515927271,Zwiebel(n) 
3463101515927271,Öl oder Ghee (dann nicht vegan)
3463941516018128,Crème fraîche 
3463941516018128,"Dill, gehackt"
3463941516018128,Gemüsebrühe 
3463941516018128,Knoblauch 
3463941516018128,Krabben 
3463941516018128,Räucherlachs 
3463941516018128,Salz und Pfeffer 
3463941516018128,"Schälerbsen, grün"
3463941516018128,Zitronensaft 
3463941516018128,Zwiebel(n) 
3463941516018128,Öl zum Anschwitzen
3464551516122312,Apricot Brandy 
3464551516122312,Eiswürfel 
3464551516122312,Gin 
3464551516122312,Orangensaft 
3464551516122312,Zitronensaft 
3464551516122312,"Zitronenscheibe(n) oder Orangenscheibe, optional"
3464581516123216,Ananassaft 
3464581516123216,Eiswürfel 
3464581516123216,Grenadine 
3464581516123216,"Orangenscheibe(n) oder Ananasstück, optional"
3464581516123216,Rum (Kokosrum)
3464581516123216,Wodka 
3464591516123889,Campari 
3464591516123889,Eiswürfel 
3464591516123889,Gin 
3464591516123889,"Orangenscheibe(n), optional"
3464591516123889,Wermut 
3465831516363621,Austernsauce 
3465831516363621,Chili 
3465831516363621,Gemüsebrühe 
3465831516363621,Pfeffer 
3465831516363621,Saucenbinder 
3465831516363621,"Sojasauce, dunkel"
3465831516363621,"Sojasauce, hell"
3465831516363621,Zucker 
3466881516506443,Ananassaft 
3466881516506443,Kokoslikör 
3466881516506443,"Muskat, optional"
3466881516506443,Orangensaft 
3466881516506443,"Rum, brauner "
3467761516618982,Eiswürfel 
3467761516618982,Limettensaft 
3467761516618982,Prosecco 
3467761516618982,Rum 
3467761516618982,"Sirup (Blaubeersirup), zuckerfrei"
3467761516618982,"Weißwein, trocken"
3467761516618982,Zimtstange(n) 
3468461516702856,Angostura 
3468461516702856,Eiswürfel 
3468461516702856,Eiweiß 
3468461516702856,"Limettensaft, frisch gepresst"
3468461516702856,"Pisco (aus Peru, nicht aus Chile)"
3468461516702856,Zuckersirup 
3468531516709179,Eiswürfel 
3468531516709179,Erythrit (Zuckerersatz) 
3468531516709179,Erythrit (Zuckerersatz) 
3468531516709179,"Sirup (Zitronen-Limetten-Sirup), zuckerfrei"
3468531516709179,Tequila 
3468531516709179,Zitrone(n) 
3468531516709179,Zitronensaft 
3468541516709990,Eiswürfel oder Crushed Ice
3468541516709990,"Himbeeren, frische"
3468541516709990,Limettenscheibe(n) 
3468541516709990,Minze 
3468541516709990,Rum 
3468541516709990,"Zitronenlimonade, zuckerfrei, z.B. Sprite Zero"
3468551516710252,Eiswürfel oder Crushed Ice
3468551516710252,Gurkenscheibe(n) 
3468551516710252,Limette(n) 
3468551516710252,Mineralwasser 
3468551516710252,"Sirup (Ingwer-Zitronengras-Sirup), zuckerfrei"
3468551516710252,Wodka 
3468581516710650,Crushed Ice 
3468581516710650,Erythrit (Rohrohrzuckerersatz) 
3468581516710650,Limette(n) 
3468581516710650,"Zitronenlimonade, zuckerfrei, z.B. Sprite Zero"
3468591516711054,Cachaça 
3468591516711054,Crushed Ice 
3468591516711054,Erythrit (Rohrohrzuckerersatz) 
3468591516711054,Limette(n) 
3468601516711356,Eiswürfel 
3468601516711356,"Holunderblütensirup, zuckerfrei"
3468601516711356,Limettenscheibe(n) 
3468601516711356,Mineralwasser 
3468601516711356,Minzeblätter 
3468601516711356,Prosecco 
3468671516713828,Eiswürfel 
3468671516713828,Erythrit (Rohrohrzuckerersatz) 
3468671516713828,"Limette(n), Saft davon"
3468671516713828,Mineralwasser 
3468671516713828,Minze 
3468671516713828,Rum 
3469101516737456,Eiswürfel 
3469101516737456,Gurke(n) 
3469101516737456,Likör (Pimm's No.1)
3469101516737456,Limonade (Thomas Henry Spicy Ginger)
3469101516737456,Orange(n) 
3469101516737456,Sekt oder Prosecco
3469161516774025,Aperol 
3469161516774025,Bitter Lemon 
3469161516774025,Eiswürfel 
3469161516774025,"Ingwer, frisch"
3469161516774025,Minze 
3470521516991363,Cherrytomate(n) 
3470521516991363,"Chiliflocken, Chilischote oder Chilisauce"
3470521516991363,Farfalle 
3470521516991363,Garnele(n) oder Meeresfrüchte
3470521516991363,Knoblauch 
3470521516991363,Olivenöl 
3470521516991363,"Parmesan, oder anderer Käse, z. B. Mozzarella, Emmentaler"
3470521516991363,Sahne 
3470521516991363,Salz und Pfeffer 
3470521516991363,"Spinat, TK"
3470521516991363,Tomatenmark 
3470521516991363,Wasser 
3470521516991363,Zwiebel(n) 
3471131517109441,Eiswürfel 
3471131517109441,Grenadine 
3471131517109441,"Rum, weißer "
3471131517109441,Triple Sec 
3471131517109441,"Wermut, roter"
3471131517109441,"Wermut, trockener"
3471561517160345,Brokkoli 
3471561517160345,Champignons 
3471561517160345,Crème fraîche 
3471561517160345,"Emmentaler, gerieben"
3471561517160345,Hähnchenbrustfilet(s) 
3471561517160345,Knoblauch 
3471561517160345,Olivenöl 
3471561517160345,Salz und Pfeffer 
3471561517160345,Tomate(n) 
3471561517160345,Zwiebel(n) 
3474061517586588,Eiswürfel 
3474061517586588,"Rum, weiß (Bacardi Carta Blanca)"
3474061517586588,Saft (Mango-Maracuja-Saft)
3474061517586588,Sauerkirschsaft 
3474361517666742,Eiswürfel 
3474361517666742,Gin 
3474361517666742,Martini rosso
3474361517666742,Orangensaft 
3474361517666742,Orangenscheibe(n) zur Dekoration
3474361517666742,"Rum, weiß"
3476491517974606,Grenadine 
3476491517974606,Himbeerlikör 
3476491517974606,Sahne 
3476491517974606,Wodka 
3477821518223723,Cocktailkirsche(n) 
3477821518223723,Kirschwasser 
3477821518223723,Likör (Benedictine Dom)
3477821518223723,Maraschino Likör
3477821518223723,Triple Sec 
3479311518438235,Gin 
3479311518438235,Limonade (Schweppes Russian Wildberry)
3479311518438235,"Waldbeeren, TK"
3479311518438235,Zuckersirup 
3479901518527278,Garam Masala 
3479901518527278,Garam Masala 
3479901518527278,"Ingwer, grob gehackt"
3479901518527278,"Ingwer, grob gehackt"
3479901518527278,"Knoblauchzehe(n), frisch gehackt"
3479901518527278,"Knoblauchzehe(n), frisch gehackt"
3479901518527278,"Koriandergrün, grob gehackt"
3479901518527278,"Koriandergrün, grob gehackt"
3479901518527278,Koriandersamen 
3479901518527278,Koriandersamen 
3479901518527278,Kreuzkümmel 
3479901518527278,Kreuzkümmel 
3479901518527278,"Mandeln, gemahlene "
3479901518527278,"Mandeln, gemahlene "
3479901518527278,"Paprikapulver, edelsüß "
3479901518527278,"Paprikapulver, edelsüß "
3479901518527278,Salz 
3479901518527278,Salz 
3479901518527278,"Zucker, brauner "
3479901518527278,"Zucker, brauner "
3479901518527278,"Öl, neutrales"
3479901518527278,"Öl, neutrales"
3481381518775039,Ananassaft 
3481381518775039,Aperol 
3481381518775039,Grenadine 
3481381518775039,Malibu Coconut Rum 
3481381518775039,Maracujasaft 
3481381518775039,Orangensaft 
3482131518875319,Cocktailkirsche(n) 
3482131518875319,Gin 
3482131518875319,Himbeerlikör 
3482131518875319,Triple Sec 
3482131518875319,Zitronensaft 
3482471518905560,"Bockshornkleesamen, gemahlen"
3482471518905560,"Gewürznelke(n), gemahlen"
3482471518905560,Ingwerpulver 
3482471518905560,"Kardamompulver, braunes"
3482471518905560,Knoblauchpulver 
3482471518905560,Korianderpulver 
3482471518905560,Kreuzkümmelpulver 
3482471518905560,"Muskatblüte, gemahlen"
3482471518905560,"Muskatnuss, frisch gerieben "
3482471518905560,"Pfeffer, schwarzer, frisch gemahlen"
3482471518905560,Safranfäden 
3482471518905560,Zimtpulver 
3482511518912987,Angostura 
3482511518912987,Cognac 
3482511518912987,Eiswürfel 
3482511518912987,Ginger Ale 
3482511518912987,Zitronenschale als Garnitur
3483091518986385,Banane(n) 
3483091518986385,"Beeren, gemischt, TK"
3483091518986385,Buttermilch 
3483151518999831,Bananenlikör 
3483151518999831,Triple Sec 
3483151518999831,Wodka 
3483151518999831,Zitronensaft 
3483501519061437,Ei(er) (von einem verquirlten Ei die Hälfte nehmen)
3483501519061437,Oregano 
3483501519061437,"Pfeffer, weißer "
3483501519061437,Rinderhackfleisch 
3483501519061437,Salz 
3483501519061437,Semmelbrösel 
3483501519061437,Thymian 
3483501519061437,Zwiebel(n) 
3483501519061437,Öl zum Braten 
348381119951252,"Quitte(n), nur die Schalen und Kerngehäuse"
348381119951252,Vanilleschote(n) 
348381119951252,Wasser 
348381119951252,Wodka oder Doppelkorn
348381119951252,Zucker 
348401119951611,Likör (Amarula Cream)
348401119951611,Likör (Pfefferminzlikör)
348581119961196,Knoblauchsalz 
348581119961196,"Käse, gerieben "
348581119961196,"Lachsfilet(s), TK"
348581119961196,"Lasagneplatte(n) ohne Vorkochen, nach Bedarf auch mehr"
348581119961196,Margarine 
348581119961196,"Mehl, bei Bedarf etwas mehr"
348581119961196,"Milch, heiße"
348581119961196,Pfeffer 
348581119961196,"Rahmspinat, TK"
348581119961196,Tomatenmark 
348581119961196,Wasser 
348581119961196,Zwiebelsalz 
348581119961196,süße Sahne 
3485831519417511,Tofu (Curry-Mango-Tofu)
3486291519490711,Balsamico 
3486291519490711,Butterschmalz 
3486291519490711,Knollensellerie 
3486291519490711,Möhre(n) 
3486291519490711,"Pfeffer, frisch gemahlen"
3486291519490711,Pimentkörner 
3486291519490711,Rinderbraten (falsches Filet)
3486291519490711,Rinderbrühe 
3486291519490711,Rohrzucker 
3486291519490711,"Rotwein, trockener "
3486291519490711,"Sahne, 200 g"
3486291519490711,Salz 
3486291519490711,"Senf, scharfer "
3486291519490711,Sojasauce 
3486291519490711,Zwiebel(n) 
3486331519492858,Cocktailkirsche(n) zum Verzieren
3486331519492858,Crème de Cassis 
